index,term,idf
1261,"alrite",7.53597
1262,"angry",7.53597
1263,"armand",7.53597
1264,"askd",7.53597
1265,"askin",7.53597
1266,"asleep",7.53597
1267,"barely",7.53597
1268,"become",7.53597
1269,"behind",7.53597
1270,"bf",7.53597
1271,"bin",7.53597
1272,"birds",7.53597
1273,"bitch",7.53597
1274,"bluetooth",7.53597
1275,"boo",7.53597
1276,"boring",7.53597
1277,"bought",7.53597
1278,"brings",7.53597
1279,"btw",7.53597
1280,"buns",7.53597
1281,"buying",7.53597
1282,"cal",7.53597
1283,"campus",7.53597
1284,"cancel",7.53597
1285,"cc",7.53597
1286,"cell",7.53597
1287,"checked",7.53597
1288,"children",7.53597
1289,"cine",7.53597
1290,"cinema",7.53597
1291,"clean",7.53597
1292,"click",7.53597
1293,"connection",7.53597
1294,"cud",7.53597
1295,"current",7.53597
1296,"cuz",7.53597
1297,"dey",7.53597
1298,"died",7.53597
1299,"digital",7.53597
1300,"dint",7.53597
1301,"directly",7.53597
1302,"dnt",7.53597
1303,"dog",7.53597
1304,"dollars",7.53597
1305,"dropped",7.53597
1306,"during",7.53597
1307,"eating",7.53597
1308,"ec2a",7.53597
1309,"england",7.53597
1310,"everybody",7.53597
1311,"expecting",7.53597
1312,"expensive",7.53597
1313,"fall",7.53597
1314,"fat",7.53597
1315,"father",7.53597
1316,"fb",7.53597
1317,"feels",7.53597
1318,"fetch",7.53597
1319,"fingers",7.53597
1320,"five",7.53597
1321,"fix",7.53597
1322,"fixed",7.53597
1323,"flat",7.53597
1324,"flirt",7.53597
1325,"following",7.53597
1326,"forward",7.53597
1327,"forwarded",7.53597
1328,"future",7.53597
1329,"fyi",7.53597
1330,"gal",7.53597
1331,"gn",7.53597
1332,"hai",7.53597
1333,"hands",7.53597
1334,"handset",7.53597
1335,"happening",7.53597
1336,"heavy",7.53597
1337,"hell",7.53597
1338,"holla",7.53597
1339,"hotel",7.53597
1340,"however",7.53597
1341,"hr",7.53597
1342,"hrs",7.53597
1343,"hunny",7.53597
1344,"ice",7.53597
1345,"imma",7.53597
1346,"inc",7.53597
1347,"informed",7.53597
1348,"inside",7.53597
1349,"interested",7.53597
1350,"internet",7.53597
1351,"intro",7.53597
1352,"issues",7.53597
1353,"jst",7.53597
1354,"keeping",7.53597
1355,"kids",7.53597
1356,"king",7.53597
1357,"l",7.53597
1358,"lady",7.53597
1359,"laid",7.53597
1360,"lead",7.53597
1361,"learn",7.53597
1362,"leaves",7.53597
1363,"lemme",7.53597
1364,"list",7.53597
1365,"loan",7.53597
1366,"local",7.53597
1367,"locations",7.53597
1368,"london",7.53597
1369,"lonely",7.53597
1370,"lookin",7.53597
1371,"loverboy",7.53597
1372,"loyalty",7.53597
1373,"ma",7.53597
1374,"maximize",7.53597
1375,"medical",7.53597
1376,"merry",7.53597
1377,"mite",7.53597
1378,"model",7.53597
1379,"mother",7.53597
1380,"near",7.53597
1381,"nights",7.53597
1382,"no1",7.53597
1383,"ntt",7.53597
1384,"num",7.53597
1385,"nxt",7.53597
1386,"obviously",7.53597
1387,"omw",7.53597
1388,"opportunity",7.53597
1389,"page",7.53597
1390,"paper",7.53597
1391,"personal",7.53597
1392,"photo",7.53597
1393,"pictures",7.53597
1394,"planned",7.53597
1395,"planning",7.53597
1396,"players",7.53597
1397,"poor",7.53597
1398,"ppl",7.53597
1399,"problems",7.53597
1400,"process",7.53597
1401,"pussy",7.53597
1402,"qatar",7.53597
1403,"quoting",7.53597
1404,"relax",7.53597
1405,"rem",7.53597
1406,"remind",7.53597
1407,"replied",7.53597
1408,"representative",7.53597
1409,"request",7.53597
1410,"return",7.53597
1411,"review",7.53597
1412,"ringtones",7.53597
1413,"rply",7.53597
1414,"ru",7.53597
1415,"sale",7.53597
1416,"savamob",7.53597
1417,"scared",7.53597
1418,"semester",7.53597
1419,"serious",7.53597
1420,"seriously",7.53597
1421,"share",7.53597
1422,"shouldn",7.53597
1423,"simple",7.53597
1424,"single",7.53597
1425,"sit",7.53597
1426,"slept",7.53597
1427,"somethin",7.53597
1428,"south",7.53597
1429,"sport",7.53597
1430,"starting",7.53597
1431,"std",7.53597
1432,"summer",7.53597
1433,"super",7.53597
1434,"sura",7.53597
1435,"team",7.53597
1436,"tear",7.53597
1437,"teasing",7.53597
1438,"tells",7.53597
1439,"texting",7.53597
1440,"totally",7.53597
1441,"tough",7.53597
1442,"towards",7.53597
1443,"training",7.53597
1444,"ttyl",7.53597
1445,"twice",7.53597
1446,"tyler",7.53597
1447,"using",7.53597
1448,"valentine",7.53597
1449,"vikky",7.53597
1450,"voda",7.53597
1451,"waking",7.53597
1452,"walking",7.53597
1453,"wap",7.53597
1454,"waste",7.53597
1455,"wats",7.53597
1456,"website",7.53597
1457,"wed",7.53597
1458,"wet",7.53597
1459,"wherever",7.53597
1460,"white",7.53597
1461,"willing",7.53597
1462,"wine",7.53597
1463,"wishing",7.53597
1464,"wkly",7.53597
1465,"wouldn",7.53597
1466,"yay",7.53597
1467,"yoga",7.53597
1468,"zed",7.53597
1469,"1000s",7.71829
1470,"20p",7.71829
1471,"21",7.71829
1472,"26",7.71829
1473,"28",7.71829
1474,"2optout",7.71829
1475,"300",7.71829
1476,"3030",7.71829
1477,"36504",7.71829
1478,"3d",7.71829
1479,"400",7.71829
1480,"530",7.71829
1481,"5we",7.71829
1482,"83600",7.71829
1483,"85023",7.71829
1484,"87239",7.71829
1485,"accidentally",7.71829
1486,"action",7.71829
1487,"ain",7.71829
1488,"aiyah",7.71829
1489,"amount",7.71829
1490,"announcement",7.71829
1491,"answering",7.71829
1492,"answers",7.71829
1493,"anybody",7.71829
1494,"anyways",7.71829
1495,"apartment",7.71829
1496,"apparently",7.71829
1497,"appt",7.71829
1498,"aren",7.71829
1499,"arms",7.71829
1500,"arrange",7.71829
1501,"assume",7.71829
1502,"ate",7.71829
1503,"bday",7.71829
1504,"begin",7.71829
1505,"belly",7.71829
1506,"bet",7.71829
1507,"blue",7.71829
1508,"body",7.71829
1509,"boss",7.71829
1510,"bother",7.71829
1511,"boys",7.71829
1512,"brought",7.71829
1513,"budget",7.71829
1514,"buzz",7.71829
1515,"bx420",7.71829
1516,"cake",7.71829
1517,"cd",7.71829
1518,"city",7.71829
1519,"comedy",7.71829
1520,"common",7.71829
1521,"competition",7.71829
1522,"conditions",7.71829
1523,"contacted",7.71829
1524,"contract",7.71829
1525,"copy",7.71829
1526,"costa",7.71829
1527,"country",7.71829
1528,"cw25wx",7.71829
1529,"daddy",7.71829
1530,"daily",7.71829
1531,"damn",7.71829
1532,"dare",7.71829
1533,"darling",7.71829
1534,"dates",7.71829
1535,"definitely",7.71829
1536,"deleted",7.71829
1537,"derek",7.71829
1538,"drug",7.71829
1539,"due",7.71829
1540,"earth",7.71829
1541,"eerie",7.71829
1542,"english",7.71829
1543,"enjoyed",7.71829
1544,"esplanade",7.71829
1545,"evng",7.71829
1546,"exact",7.71829
1547,"exactly",7.71829
1548,"exams",7.71829
1549,"exciting",7.71829
1550,"explain",7.71829
1551,"fever",7.71829
1552,"fifteen",7.71829
1553,"fight",7.71829
1554,"flights",7.71829
1555,"flower",7.71829
1556,"freak",7.71829
1557,"fren",7.71829
1558,"funny",7.71829
1559,"geeee",7.71829
1560,"gentle",7.71829
1561,"google",7.71829
1562,"goto",7.71829
1563,"green",7.71829
1564,"group",7.71829
1565,"guide",7.71829
1566,"hand",7.71829
1567,"happens",7.71829
1568,"hate",7.71829
1569,"high",7.71829
1570,"holder",7.71829
1571,"hook",7.71829
1572,"hopefully",7.71829
1573,"horrible",7.71829
1574,"hostel",7.71829
1575,"hun",7.71829
1576,"ibiza",7.71829
1577,"idk",7.71829
1578,"ignore",7.71829
1579,"inches",7.71829
1580,"inform",7.71829
1581,"instead",7.71829
1582,"interview",7.71829
1583,"ip4",7.71829
1584,"ish",7.71829
1585,"izzit",7.71829
1586,"january",7.71829
1587,"joking",7.71829
1588,"journey",7.71829
1589,"joy",7.71829
1590,"june",7.71829
1591,"kb",7.71829
1592,"kept",7.71829
1593,"kerala",7.71829
1594,"key",7.71829
1595,"l8r",7.71829
1596,"lab",7.71829
1597,"largest",7.71829
1598,"legal",7.71829
1599,"leona",7.71829
1600,"lie",7.71829
1601,"lik",7.71829
1602,"login",7.71829
1603,"looks",7.71829
1604,"mad",7.71829
1605,"marry",7.71829
1606,"masters",7.71829
1607,"matter",7.71829
1608,"meanwhile",7.71829
1609,"meetin",7.71829
1610,"milk",7.71829
1611,"moan",7.71829
1612,"moms",7.71829
1613,"moon",7.71829
1614,"move",7.71829
1615,"mp3",7.71829
1616,"mths",7.71829
1617,"needed",7.71829
1618,"none",7.71829
1619,"nw",7.71829
1620,"nyc",7.71829
1621,"often",7.71829
1622,"outta",7.71829
1623,"package",7.71829
1624,"paid",7.71829
1625,"passed",7.71829
1626,"password",7.71829
1627,"photos",7.71829
1628,"pin",7.71829
1629,"places",7.71829
1630,"playing",7.71829
1631,"pleased",7.71829
1632,"pleasure",7.71829
1633,"plenty",7.71829
1634,"pobox84",7.71829
1635,"posted",7.71829
1636,"power",7.71829
1637,"ppm",7.71829
1638,"prepare",7.71829
1639,"quote",7.71829
1640,"raining",7.71829
1641,"ran",7.71829
1642,"rather",7.71829
1643,"realy",7.71829
1644,"received",7.71829
1645,"recently",7.71829
1646,"regret",7.71829
1647,"respect",7.71829
1648,"result",7.71829
1649,"role",7.71829
1650,"roommate",7.71829
1651,"running",7.71829
1652,"sam",7.71829
1653,"screaming",7.71829
1654,"season",7.71829
1655,"sec",7.71829
1656,"seemed",7.71829
1657,"sept",7.71829
1658,"series",7.71829
1659,"sha",7.71829
1660,"shame",7.71829
1661,"shirt",7.71829
1662,"shoot",7.71829
1663,"showing",7.71829
1664,"shuhui",7.71829
1665,"sim",7.71829
1666,"singles",7.71829
1667,"situation",7.71829
1668,"sk38xh",7.71829
1669,"smokes",7.71829
1670,"sol",7.71829
1671,"sonyericsson",7.71829
1672,"sooner",7.71829
1673,"spoke",7.71829
1674,"spree",7.71829
1675,"stock",7.71829
1676,"stopped",7.71829
1677,"style",7.71829
1678,"sugar",7.71829
1679,"surprised",7.71829
1680,"taken",7.71829
1681,"takin",7.71829
1682,"teach",7.71829
1683,"technical",7.71829
1684,"teeth",7.71829
1685,"theatre",7.71829
1686,"thnk",7.71829
1687,"thurs",7.71829
1688,"timing",7.71829
1689,"tour",7.71829
1690,"truly",7.71829
1691,"tt",7.71829
1692,"tuesday",7.71829
1693,"txtauction",7.71829
1694,"unable",7.71829
1695,"under",7.71829
1696,"uni",7.71829
1697,"unique",7.71829
1698,"unsold",7.71829
1699,"unsub",7.71829
1700,"usually",7.71829
1701,"vary",7.71829
1702,"vote",7.71829
1703,"w1",7.71829
1704,"wah",7.71829
1705,"wanting",7.71829
1706,"weak",7.71829
1707,"wear",7.71829
1708,"wearing",7.71829
1709,"weather",7.71829
1710,"weird",7.71829
1711,"whether",7.71829
1712,"whom",7.71829
1713,"wkend",7.71829
1714,"woman",7.71829
1715,"worse",7.71829
1716,"wylie",7.71829
1717,"xxxx",7.71829
1718,"yetunde",7.71829
1719,"ym",7.71829
1720,"yun",7.71829
1721,"0",7.94143
1722,"05",7.94143
1723,"07xxxxxxxxx",7.94143
1724,"0845",7.94143
1725,"0870",7.94143
1726,"08702840625",7.94143
1727,"08712405020",7.94143
1728,"087187262701",7.94143
1729,"09",7.94143
1730,"09050090044",7.94143
1731,"09066612661",7.94143
1732,"114",7.94143
1733,"1327",7.94143
1734,"14",7.94143
1735,"15",7.94143
1736,"150pm",7.94143
1737,"18yrs",7.94143
1738,"1x150p",7.94143
1739,"24",7.94143
1740,"2u",7.94143
1741,"3510i",7.94143
1742,"3lp",7.94143
1743,"3qxj9",7.94143
1744,"3uz",7.94143
1745,"434",7.94143
1746,"4th",7.94143
1747,"50gbp",7.94143
1748,"5wb",7.94143
1749,"60p",7.94143
1750,"62468",7.94143
1751,"7250i",7.94143
1752,"786",7.94143
1753,"80082",7.94143
1754,"80488",7.94143
1755,"83355",7.94143
1756,"87131",7.94143
1757,"88039",7.94143
1758,"89545",7.94143
1759,"89555",7.94143
1760,"8wp",7.94143
1761,"9ae",7.94143
1762,"9ja",7.94143
1763,"9t",7.94143
1764,"aah",7.94143
1765,"abi",7.94143
1766,"abta",7.94143
1767,"ache",7.94143
1768,"ad",7.94143
1769,"adore",7.94143
1770,"adult",7.94143
1771,"afraid",7.94143
1772,"ages",7.94143
1773,"aiyar",7.94143
1774,"alcohol",7.94143
1775,"alive",7.94143
1776,"along",7.94143
1777,"amazing",7.94143
1778,"anythin",7.94143
1779,"apologise",7.94143
1780,"appointment",7.94143
1781,"apps",7.94143
1782,"argh",7.94143
1783,"argument",7.94143
1784,"arrested",7.94143
1785,"art",7.94143
1786,"atm",7.94143
1787,"attend",7.94143
1788,"audition",7.94143
1789,"aunty",7.94143
1790,"auto",7.94143
1791,"avatar",7.94143
1792,"babes",7.94143
1793,"bags",7.94143
1794,"basic",7.94143
1795,"bathing",7.94143
1796,"bedroom",7.94143
1797,"beer",7.94143
1798,"bein",7.94143
1799,"bell",7.94143
1800,"ben",7.94143
1801,"billed",7.94143
1802,"birla",7.94143
1803,"bishan",7.94143
1804,"blake",7.94143
1805,"blood",7.94143
1806,"bloody",7.94143
1807,"bold",7.94143
1808,"booking",7.94143
1809,"booty",7.94143
1810,"born",7.94143
1811,"boston",7.94143
1812,"bottom",7.94143
1813,"bowl",7.94143
1814,"boye",7.94143
1815,"bringing",7.94143
1816,"broke",7.94143
1817,"brothas",7.94143
1818,"bud",7.94143
1819,"buff",7.94143
1820,"california",7.94143
1821,"cam",7.94143
1822,"cardiff",7.94143
1823,"career",7.94143
1824,"careful",7.94143
1825,"carry",7.94143
1826,"cars",7.94143
1827,"cat",7.94143
1828,"caught",7.94143
1829,"cbe",7.94143
1830,"celebrate",7.94143
1831,"center",7.94143
1832,"centre",7.94143
1833,"cha",7.94143
1834,"challenge",7.94143
1835,"charges",7.94143
1836,"chasing",7.94143
1837,"chechi",7.94143
1838,"choice",7.94143
1839,"cleaning",7.94143
1840,"clock",7.94143
1841,"closed",7.94143
1842,"cock",7.94143
1843,"coins",7.94143
1844,"colleagues",7.94143
1845,"collecting",7.94143
1846,"community",7.94143
1847,"comuk",7.94143
1848,"confidence",7.94143
1849,"confirmed",7.94143
1850,"connect",7.94143
1851,"considering",7.94143
1852,"constantly",7.94143
1853,"convey",7.94143
1854,"cornwall",7.94143
1855,"costs",7.94143
1856,"cr9",7.94143
1857,"credited",7.94143
1858,"croydon",7.94143
1859,"cuddle",7.94143
1860,"dai",7.94143
1861,"dave",7.94143
1862,"dearly",7.94143
1863,"december",7.94143
1864,"decision",7.94143
1865,"def",7.94143
1866,"deliver",7.94143
1867,"discuss",7.94143
1868,"dislikes",7.94143
1869,"distance",7.94143
1870,"dload",7.94143
1871,"docs",7.94143
1872,"doggy",7.94143
1873,"dress",7.94143
1874,"drivin",7.94143
1875,"drunk",7.94143
1876,"dry",7.94143
1877,"dubsack",7.94143
1878,"easier",7.94143
1879,"eaten",7.94143
1880,"eight",7.94143
1881,"embarassed",7.94143
1882,"empty",7.94143
1883,"ended",7.94143
1884,"entitled",7.94143
1885,"enuff",7.94143
1886,"erm",7.94143
1887,"escape",7.94143
1888,"expect",7.94143
1889,"experience",7.94143
1890,"falls",7.94143
1891,"fancies",7.94143
1892,"fantasies",7.94143
1893,"fathima",7.94143
1894,"favourite",7.94143
1895,"february",7.94143
1896,"fees",7.94143
1897,"fell",7.94143
1898,"female",7.94143
1899,"fighting",7.94143
1900,"file",7.94143
1901,"fill",7.94143
1902,"finishes",7.94143
1903,"fish",7.94143
1904,"flaked",7.94143
1905,"flash",7.94143
1906,"floor",7.94143
1907,"follow",7.94143
1908,"followed",7.94143
1909,"fool",7.94143
1910,"football",7.94143
1911,"foreign",7.94143
1912,"freefone",7.94143
1913,"freephone",7.94143
1914,"frndship",7.94143
1915,"fuckin",7.94143
1916,"further",7.94143
1917,"gals",7.94143
1918,"garage",7.94143
1919,"gary",7.94143
1920,"gbp",7.94143
1921,"germany",7.94143
1922,"gimme",7.94143
1923,"given",7.94143
1924,"gives",7.94143
1925,"gona",7.94143
1926,"gorgeous",7.94143
1927,"grand",7.94143
1928,"greet",7.94143
1929,"greetings",7.94143
1930,"ground",7.94143
1931,"guilty",7.94143
1932,"haiz",7.94143
1933,"halloween",7.94143
1934,"hardcore",7.94143
1935,"havin",7.94143
1936,"headache",7.94143
1937,"height",7.94143
1938,"hill",7.94143
1939,"history",7.94143
1940,"hl",7.94143
1941,"holding",7.94143
1942,"hols",7.94143
1943,"hon",7.94143
1944,"hop",7.94143
1945,"howz",7.94143
1946,"hug",7.94143
1947,"husband",7.94143
1948,"idiot",7.94143
1949,"incident",7.94143
1950,"include",7.94143
1951,"including",7.94143
1952,"inclusive",7.94143
1953,"infernal",7.94143
1954,"insha",7.94143
1955,"instructions",7.94143
1956,"interesting",7.94143
1957,"inviting",7.94143
1958,"iouri",7.94143
1959,"irritating",7.94143
1960,"islands",7.94143
1961,"isnt",7.94143
1962,"issue",7.94143
1963,"italian",7.94143
1964,"james",7.94143
1965,"jamster",7.94143
1966,"jan",7.94143
1967,"java",7.94143
1968,"jazz",7.94143
1969,"jealous",7.94143
1970,"jen",7.94143
1971,"jesus",7.94143
1972,"jiu",7.94143
1973,"jordan",7.94143
1974,"kadeem",7.94143
1975,"kallis",7.94143
1976,"kano",7.94143
1977,"karaoke",7.94143
1978,"keys",7.94143
1979,"kick",7.94143
1980,"kindly",7.94143
1981,"kisses",7.94143
1982,"knackered",7.94143
1983,"law",7.94143
1984,"ldew",7.94143
1985,"legs",7.94143
1986,"letter",7.94143
1987,"letters",7.94143
1988,"lick",7.94143
1989,"lifetime",7.94143
1990,"lift",7.94143
1991,"likely",7.94143
1992,"likes",7.94143
1993,"lil",7.94143
1994,"lines",7.94143
1995,"living",7.94143
1996,"logo",7.94143
1997,"looked",7.94143
1998,"loss",7.94143
1999,"lounge",7.94143
2000,"lovable",7.94143
2001,"lover",7.94143
2002,"low",7.94143
2003,"luxury",7.94143
2004,"m26",7.94143
2005,"machan",7.94143
2006,"macho",7.94143
2007,"madam",7.94143
2008,"maga",7.94143
2009,"maid",7.94143
2010,"management",7.94143
2011,"market",7.94143
2012,"marriage",7.94143
2013,"max",7.94143
2014,"max10mins",7.94143
2015,"meaning",7.94143
2016,"med",7.94143
2017,"meds",7.94143
2018,"messenger",7.94143
2019,"mini",7.94143
2020,"minmobsmorelkpobox177hp51fl",7.94143
2021,"miracle",7.94143
2022,"mmmm",7.94143
2023,"moby",7.94143
2024,"moji",7.94143
2025,"moments",7.94143
2026,"mood",7.94143
2027,"moral",7.94143
2028,"moved",7.94143
2029,"msgrcvdhg",7.94143
2030,"mt",7.94143
2031,"mtmsg18",7.94143
2032,"mummy",7.94143
2033,"murdered",7.94143
2034,"murderer",7.94143
2035,"naked",7.94143
2036,"natural",7.94143
2037,"nd",7.94143
2038,"nearly",7.94143
2039,"networking",7.94143
2040,"nichols",7.94143
2041,"noline",7.94143
2042,"norm",7.94143
2043,"norm150p",7.94143
2044,"normally",7.94143
2045,"nvm",7.94143
2046,"official",7.94143
2047,"onwards",7.94143
2048,"opinion",7.94143
2049,"optout",7.94143
2050,"ordered",7.94143
2051,"original",7.94143
2052,"pages",7.94143
2053,"parking",7.94143
2054,"passionate",7.94143
2055,"pence",7.94143
2056,"perfect",7.94143
2057,"period",7.94143
2058,"ph",7.94143
2059,"philosophy",7.94143
2060,"pie",7.94143
2061,"pig",7.94143
2062,"pink",7.94143
2063,"pissed",7.94143
2064,"played",7.94143
2065,"pobox334",7.94143
2066,"police",7.94143
2067,"polyphonic",7.94143
2068,"pop",7.94143
2069,"porn",7.94143
2070,"possible",7.94143
2071,"pple",7.94143
2072,"prefer",7.94143
2073,"preferably",7.94143
2074,"prolly",7.94143
2075,"proof",7.94143
2076,"prospects",7.94143
2077,"provided",7.94143
2078,"purchase",7.94143
2079,"q",7.94143
2080,"queen",7.94143
2081,"quickly",7.94143
2082,"quit",7.94143
2083,"radio",7.94143
2084,"railway",7.94143
2085,"raise",7.94143
2086,"randomly",7.94143
2087,"rang",7.94143
2088,"recd",7.94143
2089,"receipt",7.94143
2090,"receiving",7.94143
2091,"records",7.94143
2092,"ref",7.94143
2093,"regarding",7.94143
2094,"regards",7.94143
2095,"remain",7.94143
2096,"remembered",7.94143
2097,"reminder",7.94143
2098,"rentl",7.94143
2099,"report",7.94143
2100,"requests",7.94143
2101,"research",7.94143
2102,"respond",7.94143
2103,"responding",7.94143
2104,"response",7.94143
2105,"returns",7.94143
2106,"revealed",7.94143
2107,"ride",7.94143
2108,"roger",7.94143
2109,"ron",7.94143
2110,"rose",7.94143
2111,"rude",7.94143
2112,"rule",7.94143
2113,"rush",7.94143
2114,"salary",7.94143
2115,"schedule",7.94143
2116,"science",7.94143
2117,"scotland",7.94143
2118,"scream",7.94143
2119,"seconds",7.94143
2120,"seem",7.94143
2121,"selling",7.94143
2122,"sen",7.94143
2123,"settings",7.94143
2124,"sheets",7.94143
2125,"shesil",7.94143
2126,"shirts",7.94143
2127,"shld",7.94143
2128,"shorter",7.94143
2129,"shortly",7.94143
2130,"shut",7.94143
2131,"si",7.94143
2132,"sighs",7.94143
2133,"sight",7.94143
2134,"silent",7.94143
2135,"simply",7.94143
2136,"sing",7.94143
2137,"sipix",7.94143
2138,"site",7.94143
2139,"sk3",7.94143
2140,"skilgme",7.94143
2141,"skype",7.94143
2142,"smiles",7.94143
2143,"sn",7.94143
2144,"social",7.94143
2145,"soft",7.94143
2146,"songs",7.94143
2147,"sorted",7.94143
2148,"soup",7.94143
2149,"spanish",7.94143
2150,"speed",7.94143
2151,"spell",7.94143
2152,"spending",7.94143
2153,"spk",7.94143
2154,"spoken",7.94143
2155,"spook",7.94143
2156,"staff",7.94143
2157,"stamps",7.94143
2158,"standing",7.94143
2159,"step",7.94143
2160,"stockport",7.94143
2161,"stops",7.94143
2162,"str",7.94143
2163,"straight",7.94143
2164,"stranger",7.94143
2165,"stress",7.94143
2166,"subscriber",7.94143
2167,"subscription",7.94143
2168,"suite",7.94143
2169,"sunny",7.94143
2170,"supervisor",7.94143
2171,"swimming",7.94143
2172,"symbol",7.94143
2173,"system",7.94143
2174,"table",7.94143
2175,"tablets",7.94143
2176,"tariffs",7.94143
2177,"taunton",7.94143
2178,"taylor",7.94143
2179,"tb",7.94143
2180,"tcr",7.94143
2181,"tcs",7.94143
2182,"term",7.94143
2183,"terrible",7.94143
2184,"tests",7.94143
2185,"texted",7.94143
2186,"textoperator",7.94143
2187,"themob",7.94143
2188,"throw",7.94143
2189,"ticket",7.94143
2190,"tirupur",7.94143
2191,"title",7.94143
2192,"tlp",7.94143
2193,"tm",7.94143
2194,"toclaim",7.94143
2195,"total",7.94143
2196,"transaction",7.94143
2197,"transfered",7.94143
2198,"tree",7.94143
2199,"tuition",7.94143
2200,"uks",7.94143
2201,"understanding",7.94143
2202,"university",7.94143
2203,"unredeemed",7.94143
2204,"upgrade",7.94143
2205,"upset",7.94143
2206,"upto",7.94143
2207,"ure",7.94143
2208,"urgnt",7.94143
2209,"usc",7.94143
2210,"various",7.94143
2211,"vava",7.94143
2212,"version",7.94143
2213,"videochat",7.94143
2214,"videophones",7.94143
2215,"vijay",7.94143
2216,"village",7.94143
2217,"violence",7.94143
2218,"vodafone",7.94143
2219,"vry",7.94143
2220,"w1jhl",7.94143
2221,"w45wq",7.94143
2222,"wa",7.94143
2223,"waitin",7.94143
2224,"wales",7.94143
2225,"wallpaper",7.94143
2226,"walmart",7.94143
2227,"wc1n3xx",7.94143
2228,"wedding",7.94143
2229,"weekends",7.94143
2230,"wins",7.94143
2231,"wishes",7.94143
2232,"wnt",7.94143
2233,"women",7.94143
2234,"wtf",7.94143
2235,"xchat",7.94143
2236,"yan",7.94143
2237,"yeh",7.94143
2238,"yest",7.94143
2239,"yogasana",7.94143
2240,"yor",7.94143
2241,"yrs",7.94143
2242,"yummy",7.94143
2243,"008704050406",8.22911
2244,"0207",8.22911
2245,"021",8.22911
2246,"050703",8.22911
2247,"07",8.22911
2248,"0776xxxxxxx",8.22911
2249,"08000407165",8.22911
2250,"08000776320",8.22911
2251,"08000938767",8.22911
2252,"08002888812",8.22911
2253,"08002986906",8.22911
2254,"0844",8.22911
2255,"08701417012",8.22911
2256,"08701417012150p",8.22911
2257,"08706091795",8.22911
2258,"08707509020",8.22911
2259,"08708034412",8.22911
2260,"0871",8.22911
2261,"08712400602450p",8.22911
2262,"08712402050",8.22911
2263,"08712405022",8.22911
2264,"08715705022",8.22911
2265,"08717898035",8.22911
2266,"08718727870",8.22911
2267,"08718738001",8.22911
2268,"09058094565",8.22911
2269,"09061209465",8.22911
2270,"09061221066",8.22911
2271,"09061702893",8.22911
2272,"09061743386",8.22911
2273,"09061743806",8.22911
2274,"09063458130",8.22911
2275,"09065989182",8.22911
2276,"09066350750",8.22911
2277,"09066358152",8.22911
2278,"09066362231",8.22911
2279,"09066380611",8.22911
2280,"09071512433",8.22911
2281,"1030",8.22911
2282,"10k",8.22911
2283,"10ppm",8.22911
2284,"121",8.22911
2285,"1250",8.22911
2286,"1500",8.22911
2287,"150ppermesssubscription",8.22911
2288,"153",8.22911
2289,"1hr",8.22911
2290,"1winaweek",8.22911
2291,"2005",8.22911
2292,"220",8.22911
2293,"24hrs",8.22911
2294,"26th",8.22911
2295,"29",8.22911
2296,"2find",8.22911
2297,"2geva",8.22911
2298,"2go",8.22911
2299,"2marrow",8.22911
2300,"2moro",8.22911
2301,"2morow",8.22911
2302,"2morro",8.22911
2303,"2morrow",8.22911
2304,"2mrw",8.22911
2305,"2stop",8.22911
2306,"2stoptxt",8.22911
2307,"2wt",8.22911
2308,"300p",8.22911
2309,"31",8.22911
2310,"3100",8.22911
2311,"31p",8.22911
2312,"326",8.22911
2313,"33",8.22911
2314,"3680",8.22911
2315,"373",8.22911
2316,"3gbp",8.22911
2317,"3mins",8.22911
2318,"3rd",8.22911
2319,"3ss",8.22911
2320,"41685",8.22911
2321,"45239",8.22911
2322,"4eva",8.22911
2323,"4get",8.22911
2324,"4info",8.22911
2325,"4mths",8.22911
2326,"4t",8.22911
2327,"4txt",8.22911
2328,"50perwksub",8.22911
2329,"542",8.22911
2330,"5min",8.22911
2331,"5p",8.22911
2332,"600",8.22911
2333,"61610",8.22911
2334,"630",8.22911
2335,"65",8.22911
2336,"69696",8.22911
2337,"69888",8.22911
2338,"6hl",8.22911
2339,"6hrs",8.22911
2340,"6months",8.22911
2341,"700",8.22911
2342,"7250",8.22911
2343,"7ish",8.22911
2344,"80086",8.22911
2345,"80608",8.22911
2346,"81151",8.22911
2347,"81303",8.22911
2348,"84025",8.22911
2349,"84128",8.22911
2350,"85",8.22911
2351,"861",8.22911
2352,"87021",8.22911
2353,"87077",8.22911
2354,"87121",8.22911
2355,"872",8.22911
2356,"87575",8.22911
2357,"88066",8.22911
2358,"88222",8.22911
2359,"88888",8.22911
2360,"8am",8.22911
2361,"8pm",8.22911
2362,"930",8.22911
2363,"9am",8.22911
2364,"9pm",8.22911
2365,"aathi",8.22911
2366,"ability",8.22911
2367,"aburo",8.22911
2368,"accept",8.22911
2369,"accordingly",8.22911
2370,"acted",8.22911
2371,"actor",8.22911
2372,"actual",8.22911
2373,"addie",8.22911
2374,"admin",8.22911
2375,"admit",8.22911
2376,"adoring",8.22911
2377,"advise",8.22911
2378,"affairs",8.22911
2379,"aftr",8.22911
2380,"ag",8.22911
2381,"agree",8.22911
2382,"aint",8.22911
2383,"airtel",8.22911
2384,"aiya",8.22911
2385,"aka",8.22911
2386,"album",8.22911
2387,"alert",8.22911
2388,"alfie",8.22911
